article_sku;category_name;foreign_key_sql
5378941877;Boys Rash Guards and Swimsuit Sets;(SELECT uuid FROM subcategory WHERE category_name='Boys Rash Guards and Swimsuit Sets')
318951763;White Headboards;(SELECT uuid FROM subcategory WHERE category_name='White Headboards')
1131095306;Kids Multi Packs;(SELECT uuid FROM subcategory WHERE category_name='Kids Multi Packs')
2531977069;Womens Slides;(SELECT uuid FROM subcategory WHERE category_name='Womens Slides')
2809598127;Boys Rash Guards and Swimsuit Sets;(SELECT uuid FROM subcategory WHERE category_name='Boys Rash Guards and Swimsuit Sets')
331094227;Pillow Top Mattress Toppers;(SELECT uuid FROM subcategory WHERE category_name='Pillow Top Mattress Toppers')
6643019050;Young Adult Sweatshirts & Hoodies;(SELECT uuid FROM subcategory WHERE category_name='Young Adult Sweatshirts & Hoodies')
1980636541;Young Adult Sweatshirts & Hoodies;(SELECT uuid FROM subcategory WHERE category_name='Young Adult Sweatshirts & Hoodies')
343142155;Womens Leggings;(SELECT uuid FROM subcategory WHERE category_name='Womens Leggings')
5287092459;Toddler Girls Outfit Sets;(SELECT uuid FROM subcategory WHERE category_name='Toddler Girls Outfit Sets')
1282533428;Toddler Girls Outfit Sets;(SELECT uuid FROM subcategory WHERE category_name='Toddler Girls Outfit Sets')
10294885;Baby Snack Foods;(SELECT uuid FROM subcategory WHERE category_name='Baby Snack Foods')
5219131585;Womens Tank Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tank Tops')
958257612;Womens Ankle Socks;(SELECT uuid FROM subcategory WHERE category_name='Womens Ankle Socks')
5241683603;Casual Dresses;(SELECT uuid FROM subcategory WHERE category_name='Casual Dresses')
5402107794;Womens Pajama Sets;(SELECT uuid FROM subcategory WHERE category_name='Womens Pajama Sets')
177372531;Premium Hair Color;(SELECT uuid FROM subcategory WHERE category_name='Premium Hair Color')
3687173580;Platform Beds;(SELECT uuid FROM subcategory WHERE category_name='Platform Beds')
2095981915;Plus Size Jeans;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Jeans')
1720306083;Girls Dresses;(SELECT uuid FROM subcategory WHERE category_name='Girls Dresses')
5278227251;Womens Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tops')
1049286646;Womens Workwear Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Workwear Blouses')
1311889122;Mens Sweatpants;(SELECT uuid FROM subcategory WHERE category_name='Mens Sweatpants')
329288230;Halloween Themed Clothing;(SELECT uuid FROM subcategory WHERE category_name='Halloween Themed Clothing')
602315286;Bed Sheets;(SELECT uuid FROM subcategory WHERE category_name='Bed Sheets')
685474764;Gemstone Engagement Rings;(SELECT uuid FROM subcategory WHERE category_name='Gemstone Engagement Rings')
682025831;Gemstone Engagement Rings;(SELECT uuid FROM subcategory WHERE category_name='Gemstone Engagement Rings')
171629953;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
321811404;Wedges;(SELECT uuid FROM subcategory WHERE category_name='Wedges')
375469856;Wedges;(SELECT uuid FROM subcategory WHERE category_name='Wedges')
2205907607;Bedding Sets;(SELECT uuid FROM subcategory WHERE category_name='Bedding Sets')
187606582;Plus Size T-Shirt Bras;(SELECT uuid FROM subcategory WHERE category_name='Plus Size T-Shirt Bras')
3511393855;All Area Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Area Rugs')
781970403;Mens Oxfords Shoes;(SELECT uuid FROM subcategory WHERE category_name='Mens Oxfords Shoes')
460164326;Mens Oxfords Shoes;(SELECT uuid FROM subcategory WHERE category_name='Mens Oxfords Shoes')
257806313;Mens Briefs;(SELECT uuid FROM subcategory WHERE category_name='Mens Briefs')
2149072964;Womens Wide Leg Pants;(SELECT uuid FROM subcategory WHERE category_name='Womens Wide Leg Pants')
162709782;Scrub Tops;(SELECT uuid FROM subcategory WHERE category_name='Scrub Tops')
11994938;Lipstick;(SELECT uuid FROM subcategory WHERE category_name='Lipstick')
48812370;Painters Tape;(SELECT uuid FROM subcategory WHERE category_name='Painters Tape')
693758408;Halloween Themed Clothing;(SELECT uuid FROM subcategory WHERE category_name='Halloween Themed Clothing')
860549398;Womens Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Blouses')
146144209;Cologne for Men;(SELECT uuid FROM subcategory WHERE category_name='Cologne for Men')
351681309;Halloween Themed Clothing;(SELECT uuid FROM subcategory WHERE category_name='Halloween Themed Clothing')
1906381169;Mens Casual Button Down Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Casual Button Down Shirts')
1479601634;Baby Girls Casual Dresses;(SELECT uuid FROM subcategory WHERE category_name='Baby Girls Casual Dresses')
171887767;Mens Workout Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Shirts')
874138671;3 Piece Patio Dining Set;(SELECT uuid FROM subcategory WHERE category_name='3 Piece Patio Dining Set')
2601975366;Womens Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Blouses')
5304723590;Bralettes;(SELECT uuid FROM subcategory WHERE category_name='Bralettes')
378435340;Bed Skirts;(SELECT uuid FROM subcategory WHERE category_name='Bed Skirts')
540315334;Bed Skirts;(SELECT uuid FROM subcategory WHERE category_name='Bed Skirts')
446599845;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
5301024951;Boys Slip-ons;(SELECT uuid FROM subcategory WHERE category_name='Boys Slip-ons')
597413133;Young Adult Clothing;(SELECT uuid FROM subcategory WHERE category_name='Young Adult Clothing')
5055455726;Womens Nightshirts & Gowns;(SELECT uuid FROM subcategory WHERE category_name='Womens Nightshirts & Gowns')
2199573340;Mens Workout Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Shirts')
1969219390;Mens Swimwear;(SELECT uuid FROM subcategory WHERE category_name='Mens Swimwear')
51246983;Womens Multivitamins;(SELECT uuid FROM subcategory WHERE category_name='Womens Multivitamins')
1997340049;Boys Sandals;(SELECT uuid FROM subcategory WHERE category_name='Boys Sandals')
2183881125;Boys Sandals;(SELECT uuid FROM subcategory WHERE category_name='Boys Sandals')
22406141;Room Darkening Curtains;(SELECT uuid FROM subcategory WHERE category_name='Room Darkening Curtains')
3922793394;Womens Rings;(SELECT uuid FROM subcategory WHERE category_name='Womens Rings')
1037166405;Cardigans for Women;(SELECT uuid FROM subcategory WHERE category_name='Cardigans for Women')
920987081;Mens Workout Clothing;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Clothing')
5291780375;Mens Hiking Sandals;(SELECT uuid FROM subcategory WHERE category_name='Mens Hiking Sandals')
28669603;All Conditioner;(SELECT uuid FROM subcategory WHERE category_name='All Conditioner')
1330671813;Young Adult Dresses;(SELECT uuid FROM subcategory WHERE category_name='Young Adult Dresses')
222849703;Bathroom Rugs & Bath Mats;(SELECT uuid FROM subcategory WHERE category_name='Bathroom Rugs & Bath Mats')
6020514921;Womens Turtleneck Sweaters;(SELECT uuid FROM subcategory WHERE category_name='Womens Turtleneck Sweaters')
485100033;Baby Itching & Rash Treatments;(SELECT uuid FROM subcategory WHERE category_name='Baby Itching & Rash Treatments')
527669619;Mens Slim Fit Jeans;(SELECT uuid FROM subcategory WHERE category_name='Mens Slim Fit Jeans')
324584783;Pillow Shams;(SELECT uuid FROM subcategory WHERE category_name='Pillow Shams')
1829450989;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
647837522;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
52271084;All American Crew;(SELECT uuid FROM subcategory WHERE category_name='All American Crew')
6013308220;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
1341833689;Womens Workout Bottoms;(SELECT uuid FROM subcategory WHERE category_name='Womens Workout Bottoms')
790957653;Baby Girls Clothing;(SELECT uuid FROM subcategory WHERE category_name='Baby Girls Clothing')
27230944;Dietary supplements;(SELECT uuid FROM subcategory WHERE category_name='Dietary supplements')
1986789930;Toddler Bedding Sets & Sheets;(SELECT uuid FROM subcategory WHERE category_name='Toddler Bedding Sets & Sheets')
5443068156;Toddler Girls Outfit Sets;(SELECT uuid FROM subcategory WHERE category_name='Toddler Girls Outfit Sets')
1695370897;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
997055913;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
5270512071;Womens Dresses;(SELECT uuid FROM subcategory WHERE category_name='Womens Dresses')
1716639656;Wireless Bras;(SELECT uuid FROM subcategory WHERE category_name='Wireless Bras')
2128773109;Womens Plus Thermal Sets;(SELECT uuid FROM subcategory WHERE category_name='Womens Plus Thermal Sets')
2170655278;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
965054107;Mens Graphic Tees;(SELECT uuid FROM subcategory WHERE category_name='Mens Graphic Tees')
2383459550;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
1724059685;All Area Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Area Rugs')
841317555;Womens Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tops')
1746820702;Toddler Bedding Sets & Sheets;(SELECT uuid FROM subcategory WHERE category_name='Toddler Bedding Sets & Sheets')
2219211722;Mens Safety Shoes;(SELECT uuid FROM subcategory WHERE category_name='Mens Safety Shoes')
619425774;Dresses;(SELECT uuid FROM subcategory WHERE category_name='Dresses')
653650091;Halloween Themed Clothing;(SELECT uuid FROM subcategory WHERE category_name='Halloween Themed Clothing')
3262573728;Womens Slide Slippers;(SELECT uuid FROM subcategory WHERE category_name='Womens Slide Slippers')
946038807;Womens Dresses;(SELECT uuid FROM subcategory WHERE category_name='Womens Dresses')
3843028104;All Kids Costumes & Dress-Up;(SELECT uuid FROM subcategory WHERE category_name='All Kids Costumes & Dress-Up')
5452795545;All Area Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Area Rugs')
3264982193;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
247854986;Halloween Themed Clothing;(SELECT uuid FROM subcategory WHERE category_name='Halloween Themed Clothing')
1840373646;Toddler Bedding Sets & Sheets;(SELECT uuid FROM subcategory WHERE category_name='Toddler Bedding Sets & Sheets')
1129949808;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
2783711895;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
3250236923;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
538579916;Womens Booties;(SELECT uuid FROM subcategory WHERE category_name='Womens Booties')
5537013909;Toddler Girls Outfit Sets;(SELECT uuid FROM subcategory WHERE category_name='Toddler Girls Outfit Sets')
970939244;Workout Tank Tops;(SELECT uuid FROM subcategory WHERE category_name='Workout Tank Tops')
5497424655;Mens Shoes;(SELECT uuid FROM subcategory WHERE category_name='Mens Shoes')
2071800712;Girls Rompers;(SELECT uuid FROM subcategory WHERE category_name='Girls Rompers')
3193974299;White Sheets;(SELECT uuid FROM subcategory WHERE category_name='White Sheets')
5486964418;Bed In A Bag;(SELECT uuid FROM subcategory WHERE category_name='Bed In A Bag')
669112285;Dresses;(SELECT uuid FROM subcategory WHERE category_name='Dresses')
268590697;Womens Casual Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Casual Shoes')
886368088;Lipstick;(SELECT uuid FROM subcategory WHERE category_name='Lipstick')
1789610247;Womens Plus Skirts;(SELECT uuid FROM subcategory WHERE category_name='Womens Plus Skirts')
148612159;Womens Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Blouses')
197238518;Womens Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tops')
6396758638;Jockey Underwear;(SELECT uuid FROM subcategory WHERE category_name='Jockey Underwear')
5164703747;Womens Nightshirts & Gowns;(SELECT uuid FROM subcategory WHERE category_name='Womens Nightshirts & Gowns')
5155882858;Womens Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Blouses')
516529863;Bathroom Rugs & Bath Mats;(SELECT uuid FROM subcategory WHERE category_name='Bathroom Rugs & Bath Mats')
5858797783;Bed In A Bag;(SELECT uuid FROM subcategory WHERE category_name='Bed In A Bag')
5247352286;Womens Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Blouses')
980677354;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
756191129;Womens Workout Bottoms;(SELECT uuid FROM subcategory WHERE category_name='Womens Workout Bottoms')
172401971;Plus Size Activewear;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Activewear')
1769701764;Underwire Bras;(SELECT uuid FROM subcategory WHERE category_name='Underwire Bras')
5295270812;Shop All Patio Furniture;(SELECT uuid FROM subcategory WHERE category_name='Shop All Patio Furniture')
701833189;Quilts;(SELECT uuid FROM subcategory WHERE category_name='Quilts')
486409223;All Area Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Area Rugs')
582026356;All Area Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Area Rugs')
721445527;Mens Swimwear;(SELECT uuid FROM subcategory WHERE category_name='Mens Swimwear')
968072447;Plus Size Tshirts;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tshirts')
2637400158;Womens Sandals;(SELECT uuid FROM subcategory WHERE category_name='Womens Sandals')
1231618678;Duvet Covers;(SELECT uuid FROM subcategory WHERE category_name='Duvet Covers')
973604797;Picture Frames Shop All;(SELECT uuid FROM subcategory WHERE category_name='Picture Frames Shop All')
5144555813;Water Shoes;(SELECT uuid FROM subcategory WHERE category_name='Water Shoes')
831123723;Womens Nightshirts & Gowns;(SELECT uuid FROM subcategory WHERE category_name='Womens Nightshirts & Gowns')
576255453;Womens Nightshirts & Gowns;(SELECT uuid FROM subcategory WHERE category_name='Womens Nightshirts & Gowns')
370694829;MaryRuth Organics;(SELECT uuid FROM subcategory WHERE category_name='MaryRuth Organics')
1435754084;Rawhides;(SELECT uuid FROM subcategory WHERE category_name='Rawhides')
5326305256;Womens Casual Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Casual Shoes')
802163708;Briefs;(SELECT uuid FROM subcategory WHERE category_name='Briefs')
176751313;Plus Size Underwire Bras;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Underwire Bras')
1311460851;Womens Workout Shirts;(SELECT uuid FROM subcategory WHERE category_name='Womens Workout Shirts')
1943829458;Casual Dresses;(SELECT uuid FROM subcategory WHERE category_name='Casual Dresses')
537537596;Womens Novelty Socks;(SELECT uuid FROM subcategory WHERE category_name='Womens Novelty Socks')
5605488846;Block Heels;(SELECT uuid FROM subcategory WHERE category_name='Block Heels')
5571552882;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
393061304;Medgear Scrubs;(SELECT uuid FROM subcategory WHERE category_name='Medgear Scrubs')
2042196381;Womens Workwear Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Workwear Blouses')
990631587;Black Scrubs;(SELECT uuid FROM subcategory WHERE category_name='Black Scrubs')
691921425;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
565535969;All Area Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Area Rugs')
5286825403;Retractable baby gates;(SELECT uuid FROM subcategory WHERE category_name='Retractable baby gates')
5422074273;Cargos;(SELECT uuid FROM subcategory WHERE category_name='Cargos')
5041920521;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
2868760641;Boys Athletic Shoes;(SELECT uuid FROM subcategory WHERE category_name='Boys Athletic Shoes')
536849814;Aveeno Hair Care;(SELECT uuid FROM subcategory WHERE category_name='Aveeno Hair Care')
807130892;Womens Hoodies;(SELECT uuid FROM subcategory WHERE category_name='Womens Hoodies')
382394597;Scented Candles;(SELECT uuid FROM subcategory WHERE category_name='Scented Candles')
5190064929;Girls Dresses;(SELECT uuid FROM subcategory WHERE category_name='Girls Dresses')
5327761690;Young Adult Pajamas;(SELECT uuid FROM subcategory WHERE category_name='Young Adult Pajamas')
3675207718;Baby Boys Casual Outfit Sets;(SELECT uuid FROM subcategory WHERE category_name='Baby Boys Casual Outfit Sets')
187071360;Womens Shorts;(SELECT uuid FROM subcategory WHERE category_name='Womens Shorts')
555974352;Big and Tall Shorts;(SELECT uuid FROM subcategory WHERE category_name='Big and Tall Shorts')
512420879;Garlic Pills;(SELECT uuid FROM subcategory WHERE category_name='Garlic Pills')
5187951341;Girls Dresses;(SELECT uuid FROM subcategory WHERE category_name='Girls Dresses')
5150388132;Girls Dresses;(SELECT uuid FROM subcategory WHERE category_name='Girls Dresses')
1590683321;Tshirts for Women;(SELECT uuid FROM subcategory WHERE category_name='Tshirts for Women')
2232013390;Boys Pajama Sets;(SELECT uuid FROM subcategory WHERE category_name='Boys Pajama Sets')
377862424;Mens Workout Shorts;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Shorts')
945882097;Womens Pants;(SELECT uuid FROM subcategory WHERE category_name='Womens Pants')
17245067;Mens Wide Shoes;(SELECT uuid FROM subcategory WHERE category_name='Mens Wide Shoes')
2007589965;Shop All Patio Sets;(SELECT uuid FROM subcategory WHERE category_name='Shop All Patio Sets')
5354771215;Nails;(SELECT uuid FROM subcategory WHERE category_name='Nails')
381632255;Teens Comforters Sets;(SELECT uuid FROM subcategory WHERE category_name='Teens Comforters Sets')
2058502863;7 Piece Patio Dining Set;(SELECT uuid FROM subcategory WHERE category_name='7 Piece Patio Dining Set')
491183777;Pillowcases;(SELECT uuid FROM subcategory WHERE category_name='Pillowcases')
1793589243;7 Piece Patio Dining Set;(SELECT uuid FROM subcategory WHERE category_name='7 Piece Patio Dining Set')
56178185;Essie Nail Polish;(SELECT uuid FROM subcategory WHERE category_name='Essie Nail Polish')
36995775;Seasoning mixes & blends;(SELECT uuid FROM subcategory WHERE category_name='Seasoning mixes & blends')
5158180497;Pain Relief;(SELECT uuid FROM subcategory WHERE category_name='Pain Relief')
868795363;Ballet Flats;(SELECT uuid FROM subcategory WHERE category_name='Ballet Flats')
5118743904;Girls Coats and Jackets;(SELECT uuid FROM subcategory WHERE category_name='Girls Coats and Jackets')
5359488153;Womens Athletic Shorts;(SELECT uuid FROM subcategory WHERE category_name='Womens Athletic Shorts')
974265277;browse subscription pantry;(SELECT uuid FROM subcategory WHERE category_name='browse subscription pantry')
5617872175;Womens Pants;(SELECT uuid FROM subcategory WHERE category_name='Womens Pants')
5617872169;Womens Pants;(SELECT uuid FROM subcategory WHERE category_name='Womens Pants')
284562411;Cardigans for Women;(SELECT uuid FROM subcategory WHERE category_name='Cardigans for Women')
129078929;Womens Booties;(SELECT uuid FROM subcategory WHERE category_name='Womens Booties')
813818108;Mens Work Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Work Shirts')
5113579108;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
5282654772;Kids Towels;(SELECT uuid FROM subcategory WHERE category_name='Kids Towels')
738569571;Womens Athletic Shorts;(SELECT uuid FROM subcategory WHERE category_name='Womens Athletic Shorts')
5260887729;Couch Covers;(SELECT uuid FROM subcategory WHERE category_name='Couch Covers')
5586004243;Couch Covers;(SELECT uuid FROM subcategory WHERE category_name='Couch Covers')
5589451590;Slipcovers;(SELECT uuid FROM subcategory WHERE category_name='Slipcovers')
1530953176;Casual Dresses;(SELECT uuid FROM subcategory WHERE category_name='Casual Dresses')
5421172309;All Area Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Area Rugs')
887668036;Plus Size Dresses;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Dresses')
1500372373;Hanes Mens Shorts;(SELECT uuid FROM subcategory WHERE category_name='Hanes Mens Shorts')
1900702698;Plus Size Activewear;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Activewear')
422458903;Lunchbox favorites;(SELECT uuid FROM subcategory WHERE category_name='Lunchbox favorites')
370320502;Workout Leggings;(SELECT uuid FROM subcategory WHERE category_name='Workout Leggings')
2570734160;Child Life Jackets;(SELECT uuid FROM subcategory WHERE category_name='Child Life Jackets')
553201076;Mens Walking Shoes;(SELECT uuid FROM subcategory WHERE category_name='Mens Walking Shoes')
5077062607;Womens Button Down Shirts;(SELECT uuid FROM subcategory WHERE category_name='Womens Button Down Shirts')
1996695931;Mens T-Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens T-Shirts')
182430131;Liquid Foundation;(SELECT uuid FROM subcategory WHERE category_name='Liquid Foundation')
587166337;Couch Covers;(SELECT uuid FROM subcategory WHERE category_name='Couch Covers')
5159680172;Womens Tank Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tank Tops')
178944020;Plus Size Dresses;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Dresses')
5164148011;Womens Tank Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tank Tops')
1743897163;Bed Sheets;(SELECT uuid FROM subcategory WHERE category_name='Bed Sheets')
199409627;Briefs;(SELECT uuid FROM subcategory WHERE category_name='Briefs')
5172156163;Womens Slide Slippers;(SELECT uuid FROM subcategory WHERE category_name='Womens Slide Slippers')
1180696141;Bedding Sets;(SELECT uuid FROM subcategory WHERE category_name='Bedding Sets')
450029506;Boys Comforter Sets;(SELECT uuid FROM subcategory WHERE category_name='Boys Comforter Sets')
687219623;Boys Comforter Sets;(SELECT uuid FROM subcategory WHERE category_name='Boys Comforter Sets')
849308072;Character Bedding;(SELECT uuid FROM subcategory WHERE category_name='Character Bedding')
5316176929;Clean Beauty Makeup;(SELECT uuid FROM subcategory WHERE category_name='Clean Beauty Makeup')
5110526365;Plus Size Pajama Sets;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Pajama Sets')
5664506341;Conditioning Hair Color;(SELECT uuid FROM subcategory WHERE category_name='Conditioning Hair Color')
5658003706;Conditioning Hair Color;(SELECT uuid FROM subcategory WHERE category_name='Conditioning Hair Color')
338559263;Womens Workwear Skirts;(SELECT uuid FROM subcategory WHERE category_name='Womens Workwear Skirts')
729322559;Fine Jewelry;(SELECT uuid FROM subcategory WHERE category_name='Fine Jewelry')
811731224;Fine Jewelry;(SELECT uuid FROM subcategory WHERE category_name='Fine Jewelry')
1507001378;Lingerie Sets;(SELECT uuid FROM subcategory WHERE category_name='Lingerie Sets')
5115609628;Womens Pajama Sets;(SELECT uuid FROM subcategory WHERE category_name='Womens Pajama Sets')
3820834403;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
753681550;Mens T-Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens T-Shirts')
1446529388;Baby Girls Casual Dresses;(SELECT uuid FROM subcategory WHERE category_name='Baby Girls Casual Dresses')
3972776250;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
2010024322;Womens Body Wash;(SELECT uuid FROM subcategory WHERE category_name='Womens Body Wash')
3560683924;Nails;(SELECT uuid FROM subcategory WHERE category_name='Nails')
3053955490;Hipsters;(SELECT uuid FROM subcategory WHERE category_name='Hipsters')
5768017984;Womens Swimsuit Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Swimsuit Tops')
5230931476;Womens Activewear;(SELECT uuid FROM subcategory WHERE category_name='Womens Activewear')
645104219;All Area Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Area Rugs')
5440778555;Mens Polo Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Polo Shirts')
3084212208;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
2110075117;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
2871702719;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
3631271641;Womens Workwear Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Workwear Blouses')
3047523261;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
5133776504;Mens Swim Trunks;(SELECT uuid FROM subcategory WHERE category_name='Mens Swim Trunks')
424240661;Womens Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tops')
5321127579;Juniors Activewear;(SELECT uuid FROM subcategory WHERE category_name='Juniors Activewear')
2677890305;Mens Shorts;(SELECT uuid FROM subcategory WHERE category_name='Mens Shorts')
5321127580;Juniors Activewear;(SELECT uuid FROM subcategory WHERE category_name='Juniors Activewear')
5464020385;Seasoning mixes & blends;(SELECT uuid FROM subcategory WHERE category_name='Seasoning mixes & blends')
5088382174;Plaid Pajamas;(SELECT uuid FROM subcategory WHERE category_name='Plaid Pajamas')
5032686642;Boys Tshirts;(SELECT uuid FROM subcategory WHERE category_name='Boys Tshirts')
3499753228;Black Curtains;(SELECT uuid FROM subcategory WHERE category_name='Black Curtains')
5630867280;Mattress Pads;(SELECT uuid FROM subcategory WHERE category_name='Mattress Pads')
2599647180;Throw Pillow Covers;(SELECT uuid FROM subcategory WHERE category_name='Throw Pillow Covers')
6003465421;Womens Swimsuit Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Swimsuit Tops')
786691113;Womens Joggers;(SELECT uuid FROM subcategory WHERE category_name='Womens Joggers')
524481378;Plus Size Activewear;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Activewear')
1009224046;Kids Clothing;(SELECT uuid FROM subcategory WHERE category_name='Kids Clothing')
5469955513;Casual Dresses;(SELECT uuid FROM subcategory WHERE category_name='Casual Dresses')
3545128586;Womens Athletic Shorts;(SELECT uuid FROM subcategory WHERE category_name='Womens Athletic Shorts')
142460087;Mens Work Coveralls;(SELECT uuid FROM subcategory WHERE category_name='Mens Work Coveralls')
407423849;Womens Booties;(SELECT uuid FROM subcategory WHERE category_name='Womens Booties')
1420686922;Tshirts for Women;(SELECT uuid FROM subcategory WHERE category_name='Tshirts for Women')
839659160;Womens Casual Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Casual Shoes')
609214827;Womens Swimsuits;(SELECT uuid FROM subcategory WHERE category_name='Womens Swimsuits')
305077069;Ballet Flats;(SELECT uuid FROM subcategory WHERE category_name='Ballet Flats')
2546499171;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
2559020018;Wood Sheds;(SELECT uuid FROM subcategory WHERE category_name='Wood Sheds')
957603867;Womens Hoodies;(SELECT uuid FROM subcategory WHERE category_name='Womens Hoodies')
2150292673;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
469036214;Full Bases;(SELECT uuid FROM subcategory WHERE category_name='Full Bases')
1764748346;Insoles;(SELECT uuid FROM subcategory WHERE category_name='Insoles')
783037189;Mens T-Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens T-Shirts')
522520633;Mens T-Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens T-Shirts')
232632201;Tshirts for Women;(SELECT uuid FROM subcategory WHERE category_name='Tshirts for Women')
173315024;Mens T-Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens T-Shirts')
286456181;Mens T-Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens T-Shirts')
138554336;All Area Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Area Rugs')
1543783583;Comforter Sets;(SELECT uuid FROM subcategory WHERE category_name='Comforter Sets')
5379906696;School Backpacks;(SELECT uuid FROM subcategory WHERE category_name='School Backpacks')
595025504;Big Girls One-piece Pajamas;(SELECT uuid FROM subcategory WHERE category_name='Big Girls One-piece Pajamas')
490711747;Shop All Bar Stools & Counter Stools;(SELECT uuid FROM subcategory WHERE category_name='Shop All Bar Stools & Counter Stools')
3754763373;Mens Casual Button Down Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Casual Button Down Shirts')
205242278;All Area Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Area Rugs')
5753314187;Womens Flat Sandals;(SELECT uuid FROM subcategory WHERE category_name='Womens Flat Sandals')
